Date,Consumption [kW],MCB 1401 [kW],MCB 1501 [kW]
2025-04-05 04:25:00,"2,332","2,332","9,88"
2025-04-05 04:20:00,"2,489","2,488","9,689"
2025-04-05 04:15:00,"2,344","2,345","9,732"
2025-04-05 04:10:00,"2,339","2,339","9,76"
2025-04-05 04:05:00,"2,393","2,393","10,159"
2025-04-05 04:00:00,"2,366","2,366","9,428"
2025-04-05 03:55:00,"2,508","2,508","9,427"
2025-04-05 03:50:00,"2,372","2,372","9,364"
2025-04-05 03:45:00,"2,355","2,354","9,314"
2025-04-05 03:40:00,"2,358","2,359","9,887"
2025-04-05 03:35:00,"2,489","2,489","9,857"
2025-04-05 03:30:00,"2,404","2,404","9,649"
2025-04-05 03:25:00,"2,31","2,31","9,722"
2025-04-05 03:20:00,"2,273","2,272","9,653"
2025-04-05 03:15:00,"2,343","2,344","9,888"
2025-04-05 03:10:00,"2,346","2,346","9,66"
2025-04-05 03:05:00,"2,285","2,285","9,676"
2025-04-05 03:00:00,"2,272","2,272","9,721"
2025-04-05 02:55:00,"2,283","2,282","9,679"
2025-04-05 02:50:00,"2,373","2,372","9,974"
2025-04-05 02:45:00,"2,318","2,318","9,634"
2025-04-05 02:40:00,"2,279","2,278","9,613"
2025-04-05 02:35:00,"2,31","2,309","9,733"
2025-04-05 02:30:00,"2,466","2,466","9,701"
2025-04-05 02:25:00,"2,397","2,396","10,021"
2025-04-05 02:20:00,"2,396","2,396","10,204"
2025-04-05 02:15:00,"2,378","2,377","9,998"
2025-04-05 02:10:00,"2,431","2,431","10,532"
2025-04-05 02:05:00,"2,451","2,452","10,142"
2025-04-05 02:00:00,"2,48","2,479","12,359"
2025-04-05 01:55:00,"2,455","2,455","14,213"
2025-04-05 01:50:00,"2,361","2,36","14,006"
2025-04-05 01:45:00,"2,47","2,47","13,544"
2025-04-05 01:40:00,"2,349","2,348","14,081"
2025-04-05 01:35:00,"2,303","2,304","13,205"
2025-04-05 01:30:00,"2,277","2,278","13,14"
2025-04-05 01:25:00,"2,351","2,351","13,414"
2025-04-05 01:20:00,"2,327","2,326","13,466"
2025-04-05 01:15:00,"2,341","2,341","13,694"
2025-04-05 01:10:00,"2,533","2,533","13,654"
2025-04-05 01:05:00,"2,486","2,485","13,366"
2025-04-05 01:00:00,"3,472","3,473","13,376"
2025-04-05 00:55:00,"3,18","3,181","13,584"
2025-04-05 00:50:00,"3,167","3,166","13,926"
2025-04-05 00:45:00,"4,129","4,13","13,98"
2025-04-05 00:40:00,"4,229","4,229","13,834"
2025-04-05 00:35:00,"3,722","3,722","13,822"
2025-04-05 00:30:00,"3,21","3,211","13,994"
2025-04-05 00:25:00,"3,761","3,761","14,287"
2025-04-05 00:20:00,"3,921","3,922","13,95"
2025-04-05 00:15:00,"3,91","3,91","13,835"
2025-04-05 00:10:00,"3,816","3,816","13,933"
2025-04-05 00:05:00,"3,766","3,767","14,158"
2025-04-05 00:00:00,"4,198","4,199","13,884"
2025-04-04 23:55:00,"4,173","4,174","14,225"
2025-04-04 23:50:00,"4,55","4,55","13,974"
2025-04-04 23:45:00,"4,287","4,286","14,292"
2025-04-04 23:40:00,"4,501","4,5","14,087"
2025-04-04 23:35:00,"4,505","4,505","13,973"
2025-04-04 23:30:00,"4,791","4,79","14,02"
2025-04-04 23:25:00,"5,107","5,106","13,865"
2025-04-04 23:20:00,"5,221","5,221","13,828"
2025-04-04 23:15:00,"5,325","5,326","13,627"
2025-04-04 23:10:00,"6,126","6,126","13,576"
2025-04-04 23:05:00,"5,957","5,957","13,78"
2025-04-04 23:00:00,"6,045","6,046","13,96"
2025-04-04 22:55:00,"6,232","6,233","14,155"
2025-04-04 22:50:00,"6,163","6,164","13,866"
2025-04-04 22:45:00,"6,219","6,22","14,044"
2025-04-04 22:40:00,"6,566","6,565","14,21"
2025-04-04 22:35:00,"6,537","6,538","14,291"
2025-04-04 22:30:00,"6,592","6,593","14,465"
2025-04-04 22:25:00,"6,468","6,468","14,039"
2025-04-04 22:20:00,"6,65","6,65","14,165"
2025-04-04 22:15:00,"6,747","6,746","14,12"
2025-04-04 22:10:00,"6,891","6,89","14,791"
2025-04-04 22:05:00,"7,017","7,018","15,338"
2025-04-04 22:00:00,"7,254","7,253","15,506"
2025-04-04 21:55:00,"7,708","7,708","15,155"
2025-04-04 21:50:00,"7,852","7,853","15,179"
2025-04-04 21:45:00,"7,883","7,883","15,257"
2025-04-04 21:40:00,"8,156","8,155","15,31"
2025-04-04 21:35:00,"8,304","8,303","15,445"
2025-04-04 21:30:00,"8,472","8,472","16,106"
2025-04-04 21:25:00,"8,19","8,19","16,48"
2025-04-04 21:20:00,"8,018","8,018","16,601"
2025-04-04 21:15:00,"8,007","8,006","16,558"
2025-04-04 21:10:00,"8,411","8,412","16,711"
2025-04-04 21:05:00,"8,478","8,478","16,535"
2025-04-04 21:00:00,"8,516","8,516","16,73"
2025-04-04 20:55:00,"8,716","8,717","16,69"
2025-04-04 20:50:00,"9,101","9,101","16,771"
2025-04-04 20:45:00,"9,223","9,223","17,08"
2025-04-04 20:40:00,"9,179","9,18","17,308"
2025-04-04 20:35:00,"9,337","9,337","17,227"
2025-04-04 20:30:00,"9,727","9,727","17,456"
2025-04-04 20:25:00,"9,486","9,486","17,687"
2025-04-04 20:20:00,"9,345","9,344","17,537"
2025-04-04 20:15:00,"9,432","9,432","17,6"
2025-04-04 20:10:00,"9,553","9,553","17,408"
2025-04-04 20:05:00,"9,734","9,734","17,705"
2025-04-04 20:00:00,"9,658","9,658","17,554"
2025-04-04 19:55:00,"9,858","9,857","17,816"
2025-04-04 19:50:00,"10,293","10,294","18,041"
2025-04-04 19:45:00,"10,315","10,315","17,873"
2025-04-04 19:40:00,"10,403","10,403","17,926"
2025-04-04 19:35:00,"10,435","10,435","17,962"
2025-04-04 19:30:00,"10,739","10,74","18,798"
2025-04-04 19:25:00,"10,715","10,716","18,319"
2025-04-04 19:20:00,"10,692","10,692","18,293"
2025-04-04 19:15:00,"10,826","10,826","18,706"
2025-04-04 19:10:00,"10,974","10,973","18,295"
2025-04-04 19:05:00,"11,104","11,105","19,021"
2025-04-04 19:00:00,"11,799","11,798","19,649"
2025-04-04 18:55:00,"12,07","12,071","19,192"
2025-04-04 18:50:00,"12,605","12,604","19,074"
2025-04-04 18:45:00,"12,833","12,833","18,612"
2025-04-04 18:40:00,"12,834","12,834","19,091"
2025-04-04 18:35:00,"12,945","12,944","19,094"
2025-04-04 18:30:00,"13,569","13,568","19,237"
2025-04-04 18:25:00,"13,083","13,084","20,38"
2025-04-04 18:20:00,"12,614","12,613","20,444"
2025-04-04 18:15:00,"13,031","13,032","20,168"
2025-04-04 18:10:00,"12,713","12,712","20,783"
2025-04-04 18:05:00,"12,818","12,82","19,861"
2025-04-04 18:00:00,"13,212","13,212","19,795"
2025-04-04 17:55:00,"12,95","12,95","19,954"
2025-04-04 17:50:00,"12,595","12,595","19,939"
2025-04-04 17:45:00,"12,733","12,733","20,758"
2025-04-04 17:40:00,"13,011","13,01","20,587"
2025-04-04 17:35:00,"13,147","13,147","20,698"
2025-04-04 17:30:00,"13,147","13,147","20,938"
2025-04-04 17:25:00,"13,309","13,309","20,077"
2025-04-04 17:20:00,"12,934","12,935","21,17"
2025-04-04 17:15:00,"12,669","12,668","20,035"
2025-04-04 17:10:00,"12,917","12,917","20,096"
2025-04-04 17:05:00,"13,17","13,171","19,312"
2025-04-04 17:00:00,"13,093","13,093","19,56"
2025-04-04 16:55:00,"12,973","12,973","20,555"
2025-04-04 16:50:00,"13,078","13,076","20,125"
2025-04-04 16:45:00,"13,092","13,091","20,911"
2025-04-04 16:40:00,"13,378","13,378","20,518"
2025-04-04 16:35:00,"13,024","13,024","20,958"
2025-04-04 16:30:00,"13,14","13,14","21,787"
2025-04-04 16:25:00,"12,938","12,938","21,228"
2025-04-04 16:20:00,"12,802","12,802","20,476"
2025-04-04 16:15:00,"13,306","13,307","20,856"
2025-04-04 16:10:00,"13,05","13,05","20,335"
2025-04-04 16:05:00,"13,259","13,259","19,718"
2025-04-04 16:00:00,"13,01","13,01","20,249"
2025-04-04 15:55:00,"13,03","13,03","19,771"
2025-04-04 15:50:00,"13,207","13,207","19,933"
2025-04-04 15:45:00,"12,815","12,816","19,661"
2025-04-04 15:40:00,"13,219","13,22","19,781"
2025-04-04 15:35:00,"13,012","13,013","19,676"
2025-04-04 15:30:00,"13,019","13,02","19,642"
2025-04-04 15:25:00,"13,729","13,729","20,064"
2025-04-04 15:20:00,"12,643","12,643","19,792"
2025-04-04 15:15:00,"12,885","12,884","19,712"
2025-04-04 15:10:00,"12,452","12,454","20,693"
2025-04-04 15:05:00,"13,026","13,026","20,142"
2025-04-04 15:00:00,"12,476","12,476","21,065"
2025-04-04 14:55:00,"12,376","12,376","19,706"
2025-04-04 14:50:00,"12,27","12,269","19,367"
2025-04-04 14:45:00,"12,849","12,848","19,514"
2025-04-04 14:40:00,"12,386","12,385","20,551"
2025-04-04 14:35:00,"12,659","12,659","19,968"
2025-04-04 14:30:00,"12,363","12,364","20,166"
2025-04-04 14:25:00,"12,934","12,934","19,362"
2025-04-04 14:20:00,"12,971","12,971","19,962"
2025-04-04 14:15:00,"12,504","12,504","21,383"
2025-04-04 14:10:00,"12,539","12,539","21,268"
2025-04-04 14:05:00,"12,437","12,437","19,826"
2025-04-04 14:00:00,"12,357","12,356","20,537"
2025-04-04 13:55:00,"12,915","12,916","22,168"
2025-04-04 13:50:00,"12,283","12,283","22,265"
2025-04-04 13:45:00,"12,901","12,901","21,847"
2025-04-04 13:40:00,"12,499","12,499","22,494"
2025-04-04 13:35:00,"12,389","12,389","23,14"
2025-04-04 13:30:00,"12,118","12,118","22,296"
2025-04-04 13:25:00,"11,73","11,731","21,172"
2025-04-04 13:20:00,"11,239","11,239","22,019"
2025-04-04 13:15:00,"11,271","11,272","21,72"
2025-04-04 13:10:00,"11,617","11,617","21,448"
2025-04-04 13:05:00,"11,132","11,132","21,578"
2025-04-04 13:00:00,"11,102","11,101","21,404"
2025-04-04 12:55:00,"11,123","11,123","19,883"
2025-04-04 12:50:00,"11,251","11,252","20,491"
2025-04-04 12:45:00,"11,213","11,213","20,567"
2025-04-04 12:40:00,"10,941","10,943","20,728"
2025-04-04 12:35:00,"11,332","11,333","18,592"
2025-04-04 12:30:00,"11,355","11,354","18,685"
2025-04-04 12:25:00,"11,222","11,221","20,394"
2025-04-04 12:20:00,"11,597","11,597","19,928"
2025-04-04 12:15:00,"11,63","11,63","20,45"
2025-04-04 12:10:00,"11,507","11,507","21,583"
2025-04-04 12:05:00,"11,326","11,326","21,803"
2025-04-04 12:00:00,"11,558","11,557","21,73"
2025-04-04 11:55:00,"12,108","12,108","20,2"
2025-04-04 11:50:00,"12,022","12,023","19,122"
2025-04-04 11:45:00,"11,834","11,834","19,691"
2025-04-04 11:40:00,"11,778","11,778","19,492"
2025-04-04 11:35:00,"11,785","11,785","19,41"
2025-04-04 11:30:00,"12,043","12,044","18,811"
2025-04-04 11:25:00,"12,019","12,019","19,099"
2025-04-04 11:20:00,"12,192","12,192",20
2025-04-04 11:15:00,"12,119","12,119","19,646"
2025-04-04 11:10:00,"12,116","12,115","19,598"
2025-04-04 11:05:00,"12,73","12,731","20,366"
2025-04-04 11:00:00,"12,035","12,035","18,482"
2025-04-04 10:55:00,"12,097","12,097","18,958"
2025-04-04 10:50:00,"11,528","11,527","18,866"
2025-04-04 10:45:00,"11,659","11,658","20,594"
2025-04-04 10:40:00,"11,592","11,592","19,606"
2025-04-04 10:35:00,"12,004","12,004","18,624"
2025-04-04 10:30:00,"10,725","10,726","19,009"
2025-04-04 10:25:00,"10,956","10,957","18,4"
2025-04-04 10:20:00,"10,617","10,616","19,927"
2025-04-04 10:15:00,"10,186","10,187","19,05"
2025-04-04 10:10:00,"9,804","9,804","18,864"
2025-04-04 10:05:00,"9,94","9,94","18,656"
2025-04-04 10:00:00,"9,69","9,69","18,707"
2025-04-04 09:55:00,"9,485","9,484","19,934"
2025-04-04 09:50:00,"9,522","9,523","19,159"
2025-04-04 09:45:00,"9,063","9,062","19,372"
2025-04-04 09:40:00,"8,844","8,845","19,894"
2025-04-04 09:35:00,"8,726","8,726","18,989"
2025-04-04 09:30:00,"9,031","9,031","17,401"
2025-04-04 09:25:00,"8,667","8,666","16,678"
2025-04-04 09:20:00,"8,288","8,288","16,805"
2025-04-04 09:15:00,"8,432","8,431","16,96"
2025-04-04 09:10:00,"8,28","8,28","17,002"
2025-04-04 09:05:00,"7,75","7,752","17,405"
2025-04-04 09:00:00,"7,596","7,596","17,155"
2025-04-04 08:55:00,"8,039","8,039","17,617"
2025-04-04 08:50:00,"7,448","7,447","17,591"
2025-04-04 08:45:00,"6,942","6,943","16,381"
2025-04-04 08:40:00,"6,84","6,84","16,104"
2025-04-04 08:35:00,"6,992","6,992","16,394"
2025-04-04 08:30:00,"7,202","7,204","17,016"
2025-04-04 08:25:00,"6,82","6,82","16,368"
2025-04-04 08:20:00,"6,576","6,575","17,504"
2025-04-04 08:15:00,"6,291","6,29","16,27"
2025-04-04 08:10:00,"6,439","6,439","15,73"
2025-04-04 08:05:00,"6,698","6,698","15,202"
2025-04-04 08:00:00,"6,444","6,445","14,839"
2025-04-04 07:55:00,"6,052","6,05","15,184"
2025-04-04 07:50:00,"6,106","6,106","14,747"
2025-04-04 07:45:00,"5,534","5,533","14,996"
2025-04-04 07:40:00,"5,285","5,286","15,018"
2025-04-04 07:35:00,"5,088","5,088","15,182"
2025-04-04 07:30:00,"5,309","5,308","15,532"
2025-04-04 07:25:00,"5,23","5,231","15,152"
2025-04-04 07:20:00,"4,938","4,938","15,566"
2025-04-04 07:15:00,"4,863","4,862","14,906"
2025-04-04 07:10:00,"5,095","5,094","14,377"
2025-04-04 07:05:00,"4,815","4,814","14,035"
2025-04-04 07:00:00,"4,733","4,732","14,237"
2025-04-04 06:55:00,"4,784","4,784","14,286"
2025-04-04 06:50:00,"4,932","4,932","14,272"
2025-04-04 06:45:00,"4,892","4,892","14,132"
2025-04-04 06:40:00,"4,882","4,882","13,838"
2025-04-04 06:35:00,"5,166","5,166","14,005"
2025-04-04 06:30:00,"4,531","4,531","14,18"
2025-04-04 06:25:00,"4,259","4,259","14,11"
2025-04-04 06:20:00,"4,129","4,13","13,753"
2025-04-04 06:15:00,"3,244","3,245","14,062"
2025-04-04 06:10:00,"3,051","3,05","14,011"
2025-04-04 06:05:00,"2,926","2,927","13,65"
2025-04-04 06:00:00,"2,908","2,909","13,494"
2025-04-04 05:55:00,"2,997","2,996","13,428"
2025-04-04 05:50:00,"3,055","3,055","13,402"
2025-04-04 05:45:00,"2,942","2,941","14,084"
2025-04-04 05:40:00,"3,094","3,094","13,934"
2025-04-04 05:35:00,"2,871","2,872","13,619"
2025-04-04 05:30:00,"3,082","3,083","13,624"
2025-04-04 05:25:00,"2,997","2,998","15,113"
2025-04-04 05:20:00,"3,211","3,21","13,913"
2025-04-04 05:15:00,"3,012","3,012","13,602"
2025-04-04 05:10:00,"3,481","3,48","9,696"
2025-04-04 05:05:00,"3,76","3,76","9,289"
2025-04-04 05:00:00,"3,574","3,572","9,427"
2025-04-04 04:55:00,"3,43","3,43","9,464"
2025-04-04 04:50:00,"3,338","3,338","9,128"
2025-04-04 04:45:00,"3,11","3,109","8,952"
2025-04-04 04:40:00,"3,062","3,062","9,444"
2025-04-04 04:35:00,"3,044","3,044","9,605"
2025-04-04 04:30:00,"3,324","3,325","10,177"
2025-04-04 04:25:00,"3,396","3,396","10,008"
2025-04-04 04:20:00,"3,381","3,382","9,6"
2025-04-04 04:15:00,"3,388","3,388","8,812"
2025-04-04 04:10:00,"3,707","3,707","8,773"
2025-04-04 04:05:00,"3,818","3,818","9,026"
2025-04-04 04:00:00,"3,663","3,664","8,857"
2025-04-04 03:55:00,"3,76","3,761","8,771"
2025-04-04 03:50:00,"3,793","3,793","8,663"
2025-04-04 03:45:00,"4,185","4,186","8,624"
2025-04-04 03:40:00,"3,835","3,835","9,007"
2025-04-04 03:35:00,"3,814","3,815","8,693"
2025-04-04 03:30:00,"3,838","3,839","8,81"
2025-04-04 03:25:00,"3,92","3,919","8,722"
2025-04-04 03:20:00,"4,041","4,04","8,635"
2025-04-04 03:15:00,"3,778","3,778","8,933"
2025-04-04 03:10:00,"3,758","3,757","8,694"
2025-04-04 03:05:00,"3,721","3,722","8,624"
2025-04-04 03:00:00,"3,918","3,918","8,945"
2025-04-04 02:55:00,"3,934","3,934","8,849"
2025-04-04 02:50:00,"3,8","3,799","8,825"
2025-04-04 02:45:00,"3,86","3,86","8,608"
2025-04-04 02:40:00,"3,965","3,965","8,719"
2025-04-04 02:35:00,"3,859","3,859","8,597"
2025-04-04 02:30:00,"3,952","3,952","8,909"
2025-04-04 02:25:00,"3,904","3,905","8,45"
2025-04-04 02:20:00,"3,911","3,912","8,206"
2025-04-04 02:15:00,"3,996","3,996","8,16"
2025-04-04 02:10:00,"4,035","4,036","8,604"
2025-04-04 02:05:00,"3,873","3,872","8,867"
2025-04-04 02:00:00,"3,9","3,899","9,47"
2025-04-04 01:55:00,"3,919","3,919","8,736"
2025-04-04 01:50:00,"3,845","3,846","9,163"
2025-04-04 01:45:00,"4,027","4,028","10,134"
2025-04-04 01:40:00,"3,829","3,829","9,986"
2025-04-04 01:35:00,"3,93","3,93","10,68"
2025-04-04 01:30:00,"3,886","3,887","10,469"
2025-04-04 01:25:00,"4,006","4,006","10,141"
2025-04-04 01:20:00,"3,858","3,858","10,346"
2025-04-04 01:15:00,"4,213","4,213","10,127"
2025-04-04 01:10:00,"4,676","4,676","10,208"
2025-04-04 01:05:00,"4,873","4,872","10,369"
2025-04-04 01:00:00,"5,223","5,222","11,414"
2025-04-04 00:55:00,"5,172","5,173","12,031"
2025-04-04 00:50:00,"5,063","5,064","12,016"
2025-04-04 00:45:00,"5,295","5,296","11,998"
2025-04-04 00:40:00,"5,566","5,567","11,844"
2025-04-04 00:35:00,"6,171","6,172","12,119"
2025-04-04 00:30:00,"6,048","6,048","12,136"
2025-04-04 00:25:00,"5,764","5,764","12,288"
2025-04-04 00:20:00,"5,927","5,926","12,823"
2025-04-04 00:15:00,"6,009","6,01","14,704"
2025-04-04 00:10:00,"5,925","5,926","13,129"
2025-04-04 00:05:00,"5,977","5,977","13,202"
2025-04-04 00:00:00,"6,003","6,002","13,598"
2025-04-03 23:55:00,"6,475","6,474","13,264"
2025-04-03 23:50:00,"6,31","6,311","14,1"
2025-04-03 23:45:00,"6,404","6,406","13,541"
2025-04-03 23:40:00,"6,541","6,541","13,442"
2025-04-03 23:35:00,"7,213","7,213","13,879"
2025-04-03 23:30:00,"6,888","6,887","13,68"
2025-04-03 23:25:00,"6,742","6,742","13,688"
2025-04-03 23:20:00,"6,75","6,751","13,643"
2025-04-03 23:15:00,"6,838","6,838","13,788"
2025-04-03 23:10:00,"6,93","6,93","14,179"
2025-04-03 23:05:00,"7,397","7,398","13,974"
2025-04-03 23:00:00,"7,781","7,781","13,81"
2025-04-03 22:55:00,"7,783","7,783","13,954"
2025-04-03 22:50:00,"8,016","8,016","14,716"
2025-04-03 22:45:00,"8,046","8,047","13,969"
2025-04-03 22:40:00,"8,342","8,342","14,345"
2025-04-03 22:35:00,"8,171","8,172","14,04"
2025-04-03 22:30:00,"8,424","8,424","14,208"
2025-04-03 22:25:00,"8,445","8,446","15,169"
2025-04-03 22:20:00,"8,544","8,545","16,81"
2025-04-03 22:15:00,"8,841","8,84","15,738"
2025-04-03 22:10:00,"8,828","8,827","15,67"
2025-04-03 22:05:00,"8,826","8,827","15,858"
2025-04-03 22:00:00,"8,833","8,833","15,77"
2025-04-03 21:55:00,"8,829","8,83","16,022"
2025-04-03 21:50:00,"9,138","9,137","15,934"
2025-04-03 21:45:00,"9,232","9,233","16,097"
2025-04-03 21:40:00,"9,376","9,377","15,914"
2025-04-03 21:35:00,"9,551","9,551","16,16"
2025-04-03 21:30:00,"9,649","9,649","16,555"
2025-04-03 21:25:00,"9,742","9,743","16,716"
2025-04-03 21:20:00,"9,871","9,872","16,798"
2025-04-03 21:15:00,"9,792","9,792","16,506"
2025-04-03 21:10:00,"9,914","9,914","16,764"
2025-04-03 21:05:00,"10,242","10,242","16,95"
2025-04-03 21:00:00,"10,127","10,127","17,362"
2025-04-03 20:55:00,"10,371","10,372","17,582"
2025-04-03 20:50:00,"10,513","10,513","18,254"
2025-04-03 20:45:00,"10,494","10,494","17,849"
2025-04-03 20:40:00,"10,532","10,532","18,046"
2025-04-03 20:35:00,"10,521","10,522","17,405"
2025-04-03 20:30:00,"10,714","10,714","17,608"
2025-04-03 20:25:00,"11,532","11,532","17,454"
2025-04-03 20:20:00,"10,992","10,992","18,5"
2025-04-03 20:15:00,"11,493","11,494","17,612"
2025-04-03 20:10:00,"11,031","11,03","17,696"
2025-04-03 20:05:00,"11,312","11,311","17,465"
2025-04-03 20:00:00,"11,27","11,269","18,295"
2025-04-03 19:55:00,"11,538","11,539","18,028"
2025-04-03 19:50:00,"11,772","11,773","17,717"
2025-04-03 19:45:00,"11,717","11,717","17,966"
2025-04-03 19:40:00,"11,877","11,875","18,008"
2025-04-03 19:35:00,"11,926","11,926","17,969"
2025-04-03 19:30:00,"11,873","11,873","17,506"
2025-04-03 19:25:00,"11,556","11,556","17,443"
2025-04-03 19:20:00,"11,692","11,693","17,921"
2025-04-03 19:15:00,"11,74","11,74","18,593"
2025-04-03 19:10:00,"11,821","11,82","19,309"
2025-04-03 19:05:00,"11,944","11,945","18,779"
2025-04-03 19:00:00,"12,351","12,35","19,46"
2025-04-03 18:55:00,"12,309","12,31","20,88"
2025-04-03 18:50:00,"12,389","12,39","20,348"
2025-04-03 18:45:00,"12,627","12,628","20,419"
2025-04-03 18:40:00,"12,506","12,506","19,89"
2025-04-03 18:35:00,"12,523","12,522","20,171"
2025-04-03 18:30:00,"12,776","12,775","21,286"
2025-04-03 18:25:00,"12,759","12,758","21,058"
2025-04-03 18:20:00,"12,549","12,55","20,188"
2025-04-03 18:15:00,"12,953","12,953","19,892"
2025-04-03 18:10:00,"12,972","12,972","20,495"
2025-04-03 18:05:00,"13,52","13,519","21,116"
2025-04-03 18:00:00,"13,761","13,76","20,551"
2025-04-03 17:55:00,"13,156","13,157","21,691"
2025-04-03 17:50:00,"13,04","13,038","20,026"
2025-04-03 17:45:00,"13,863","13,864","20,461"
2025-04-03 17:40:00,"13,542","13,542","20,419"
2025-04-03 17:35:00,"13,383","13,382","21,232"
2025-04-03 17:30:00,"13,488","13,488","20,564"
2025-04-03 17:25:00,"13,774","13,774","20,101"
2025-04-03 17:20:00,"13,851","13,85","20,731"
2025-04-03 17:15:00,"13,333","13,334","20,844"
2025-04-03 17:10:00,"13,29","13,289","21,41"
2025-04-03 17:05:00,"14,248","14,248","21,434"
2025-04-03 17:00:00,"13,415","13,415","21,65"
2025-04-03 16:55:00,"13,463","13,464","20,869"
2025-04-03 16:50:00,"14,442","14,441","20,566"
2025-04-03 16:45:00,"13,787","13,788","20,948"
2025-04-03 16:40:00,"13,494","13,494","21,396"
2025-04-03 16:35:00,"14,046","14,046","21,008"
2025-04-03 16:30:00,"13,527","13,526","21,293"
2025-04-03 16:25:00,"13,655","13,655","21,067"
2025-04-03 16:20:00,"13,936","13,936","21,662"
2025-04-03 16:15:00,"13,909","13,909","21,478"
2025-04-03 16:10:00,"13,894","13,895","22,47"
2025-04-03 16:05:00,"14,172","14,172","20,942"
2025-04-03 16:00:00,"14,054","14,053","21,035"
2025-04-03 15:55:00,"14,398","14,398","20,692"
2025-04-03 15:50:00,"14,516","14,516","21,155"
2025-04-03 15:45:00,"14,986","14,987","20,556"
2025-04-03 15:40:00,"14,207","14,207","19,998"
2025-04-03 15:35:00,"15,048","15,048","19,848"
2025-04-03 15:30:00,"14,419","14,419","20,038"
2025-04-03 15:25:00,"13,802","13,801","20,582"
2025-04-03 15:20:00,"14,038","14,038","21,467"
2025-04-03 15:15:00,"14,005","14,005","21,227"
2025-04-03 15:10:00,"14,07","14,07","21,388"
2025-04-03 15:05:00,"13,881","13,88","21,901"
2025-04-03 15:00:00,"14,066","14,065","19,734"
2025-04-03 14:55:00,"14,138","14,138","20,572"
2025-04-03 14:50:00,"13,624","13,625","21,276"
2025-04-03 14:45:00,"14,152","14,152","20,249"
2025-04-03 14:40:00,"13,631","13,631","19,774"
2025-04-03 14:35:00,"13,564","13,565","20,465"
2025-04-03 14:30:00,"14,293","14,293",21
2025-04-03 14:25:00,"13,795","13,795","20,207"
2025-04-03 14:20:00,"14,1","14,1","20,32"
2025-04-03 14:15:00,"13,15","13,151","20,648"
2025-04-03 14:10:00,"13,261","13,261","21,025"
2025-04-03 14:05:00,"13,356","13,355","21,485"
2025-04-03 14:00:00,"13,096","13,096","22,637"
2025-04-03 13:55:00,"12,969","12,968","21,574"
2025-04-03 13:50:00,"13,235","13,234","20,663"
2025-04-03 13:45:00,"13,73","13,729","20,666"
2025-04-03 13:40:00,"12,84","12,84","20,362"
2025-04-03 13:35:00,"13,066","13,066","20,048"
2025-04-03 13:30:00,"12,647","12,647","20,094"
2025-04-03 13:25:00,"12,457","12,457","20,062"
2025-04-03 13:20:00,"12,516","12,516","19,178"
2025-04-03 13:15:00,"12,284","12,284","19,651"
2025-04-03 13:10:00,"12,386","12,385","19,714"
2025-04-03 13:05:00,"12,702","12,702","19,691"
2025-04-03 13:00:00,"12,229","12,229","19,206"
2025-04-03 12:55:00,"11,897","11,898","19,422"
2025-04-03 12:50:00,"11,526","11,527","20,334"
2025-04-03 12:45:00,"11,409","11,41","20,327"
2025-04-03 12:40:00,"11,37","11,37","19,951"
2025-04-03 12:35:00,"11,516","11,516","20,207"
2025-04-03 12:30:00,"11,426","11,426","19,867"
2025-04-03 12:25:00,"11,403","11,402","19,84"
2025-04-03 12:20:00,"11,313","11,312","19,254"
2025-04-03 12:15:00,"10,966","10,967","18,666"
2025-04-03 12:10:00,"11,068","11,068","20,033"
2025-04-03 12:05:00,"10,894","10,894","20,3"
2025-04-03 12:00:00,"11,258","11,258","20,194"
2025-04-03 11:55:00,"11,236","11,237","19,181"
2025-04-03 11:50:00,"11,13","11,13","19,739"
2025-04-03 11:45:00,"10,747","10,746","20,122"
2025-04-03 11:40:00,"10,951","10,951","19,025"
2025-04-03 11:35:00,"11,03","11,029","19,362"
2025-04-03 11:30:00,"10,801","10,801","21,352"
2025-04-03 11:25:00,"11,576","11,578","19,128"
2025-04-03 11:20:00,"11,37","11,369","19,836"
2025-04-03 11:15:00,"11,394","11,394","18,874"
2025-04-03 11:10:00,"10,418","10,417","20,159"
2025-04-03 11:05:00,"10,523","10,523","18,534"
2025-04-03 11:00:00,"10,985","10,985","19,112"
2025-04-03 10:55:00,"12,284","12,284","19,658"
2025-04-03 10:50:00,"10,817","10,817","20,022"
2025-04-03 10:45:00,"10,435","10,435","18,752"
2025-04-03 10:40:00,"10,498","10,498","18,41"
2025-04-03 10:35:00,"10,81","10,811","19,438"
2025-04-03 10:30:00,"10,365","10,366","17,479"
2025-04-03 10:25:00,"10,41","10,409","16,697"
2025-04-03 10:20:00,"9,987","9,986","16,489"
2025-04-03 10:15:00,"9,527","9,527","17,624"
2025-04-03 10:10:00,"9,558","9,558","16,529"
2025-04-03 10:05:00,"9,304","9,304","16,387"
2025-04-03 10:00:00,"9,259","9,258","17,167"
2025-04-03 09:55:00,"8,996","8,995","18,211"
2025-04-03 09:50:00,"8,471","8,471","18,419"
2025-04-03 09:45:00,"8,402","8,402","17,713"
2025-04-03 09:40:00,"8,604","8,605","18,428"
2025-04-03 09:35:00,"8,373","8,374","17,76"
2025-04-03 09:30:00,"8,036","8,036","15,834"
2025-04-03 09:25:00,"7,613","7,614","15,68"
