Date,Consumption [kW],ECB 225 -  21F [kW],ECB 20F [kW]
2025-07-29 11:40:00,0,"13,553","19,944"
2025-07-29 11:35:00,0,"13,582","19,186"
2025-07-29 11:30:00,0,"12,924","21,017"
2025-07-29 11:25:00,0,"13,01","21,568"
2025-07-29 11:20:00,0,"13,172","17,774"
2025-07-29 11:15:00,0,"12,929","18,583"
2025-07-29 11:10:00,0,"13,517","18,372"
2025-07-29 11:05:00,0,"13,092","20,723"
2025-07-29 11:00:00,0,"13,348","20,592"
2025-07-29 10:55:00,0,"13,166","21,818"
2025-07-29 10:50:00,0,"12,857","19,68"
2025-07-29 10:45:00,0,"12,295","22,612"
2025-07-29 10:40:00,0,"12,689","20,676"
2025-07-29 10:35:00,0,"12,332","19,657"
2025-07-29 10:30:00,0,"12,515","20,072"
2025-07-29 10:25:00,0,"12,402","18,386"
2025-07-29 10:20:00,0,"12,462","21,742"
2025-07-29 10:15:00,0,"12,632","19,217"
2025-07-29 10:10:00,0,"13,844","19,865"
2025-07-29 10:05:00,0,"12,808","20,261"
2025-07-29 10:00:00,0,"12,59","23,49"
2025-07-29 09:55:00,0,"12,133","24,99"
2025-07-29 09:50:00,0,"11,891","24,038"
2025-07-29 09:45:00,0,"11,908","17,618"
2025-07-29 09:40:00,0,"12,84","19,852"
2025-07-29 09:35:00,0,"12,703","19,463"
2025-07-29 09:30:00,0,"12,433","19,856"
2025-07-29 09:25:00,0,"12,206","21,99"
2025-07-29 09:20:00,0,"12,137","23,155"
2025-07-29 09:15:00,0,"12,6","20,85"
2025-07-29 09:10:00,0,"13,139","20,662"
2025-07-29 09:05:00,0,"12,33","20,334"
2025-07-29 09:00:00,0,"12,6","21,859"
2025-07-29 08:55:00,0,"12,352","19,326"
2025-07-29 08:50:00,0,"12,608","18,419"
2025-07-29 08:45:00,0,"12,328","18,871"
2025-07-29 08:40:00,0,"12,404","19,712"
2025-07-29 08:35:00,0,"11,957","20,741"
2025-07-29 08:30:00,0,"12,133","21,737"
2025-07-29 08:25:00,0,"12,228","19,289"
2025-07-29 08:20:00,0,"11,813","18,107"
2025-07-29 08:15:00,0,"12,018","18,302"
2025-07-29 08:10:00,0,"11,813","18,352"
2025-07-29 08:05:00,0,"11,927","19,739"
2025-07-29 08:00:00,0,"12,006","21,925"
2025-07-29 07:55:00,0,"11,993","22,427"
2025-07-29 07:50:00,0,"11,91","20,929"
2025-07-29 07:45:00,0,"11,924","17,794"
2025-07-29 07:40:00,0,"12,576","18,862"
2025-07-29 07:35:00,0,"12,698","18,577"
2025-07-29 07:30:00,0,"11,488","18,634"
2025-07-29 07:25:00,0,"11,279","23,124"
2025-07-29 07:20:00,0,"11,798","21,06"
2025-07-29 07:15:00,0,"11,626","17,719"
2025-07-29 07:10:00,0,"11,856","19,735"
2025-07-29 07:05:00,0,"11,344","17,972"
2025-07-29 07:00:00,0,"10,909","19,378"
2025-07-29 06:55:00,0,"11,353","21,17"
2025-07-29 06:50:00,0,"11,329","19,69"
2025-07-29 06:45:00,0,"11,305","21,871"
2025-07-29 06:40:00,0,"10,684","19,81"
2025-07-29 06:35:00,0,"10,097","17,663"
2025-07-29 06:30:00,0,"9,337","18,46"
2025-07-29 06:25:00,0,"9,539","19,277"
2025-07-29 06:20:00,0,"9,47","17,443"
2025-07-29 06:15:00,0,"9,118","16,942"
2025-07-29 06:10:00,0,"9,292","19,24"
2025-07-29 06:05:00,0,"9,319","21,238"
2025-07-29 06:00:00,0,"9,559","18,496"
2025-07-29 05:55:00,0,"9,138","17,465"
2025-07-29 05:50:00,0,"9,067","16,456"
2025-07-29 05:45:00,0,"9,043","18,137"
2025-07-29 05:40:00,0,"8,922","16,198"
2025-07-29 05:35:00,0,"8,692","16,523"
2025-07-29 05:30:00,0,"8,828","18,456"
2025-07-29 05:25:00,0,"9,212","18,455"
2025-07-29 05:20:00,0,"8,761","19,376"
2025-07-29 05:15:00,0,"8,437","18,906"
2025-07-29 05:10:00,0,"8,452","17,014"
2025-07-29 05:05:00,0,"8,4","14,716"
2025-07-29 05:00:00,0,"8,389","14,59"
2025-07-29 04:55:00,0,"8,095","14,981"
2025-07-29 04:50:00,0,"8,327","14,449"
2025-07-29 04:45:00,0,"8,548","6,272"
2025-07-29 04:40:00,0,"8,203","5,894"
2025-07-29 04:35:00,0,"8,194","5,922"
2025-07-29 04:30:00,0,"8,447","7,631"
2025-07-29 04:25:00,0,"8,324","8,639"
2025-07-29 04:20:00,0,"8,698","8,075"
2025-07-29 04:15:00,0,"8,314","5,801"
2025-07-29 04:10:00,0,"8,476","5,794"
2025-07-29 04:05:00,0,"8,292","5,945"
2025-07-29 04:00:00,0,"8,485","8,37"
2025-07-29 03:55:00,0,"8,629","9,238"
2025-07-29 03:50:00,0,"8,262","7,415"
2025-07-29 03:45:00,0,"8,526","5,777"
2025-07-29 03:40:00,0,"8,315","5,705"
2025-07-29 03:35:00,0,"8,749","6,17"
2025-07-29 03:30:00,0,"8,432","9,276"
2025-07-29 03:25:00,0,"8,281","7,404"
2025-07-29 03:20:00,0,"8,299","5,869"
2025-07-29 03:15:00,0,"8,401","6,056"
2025-07-29 03:10:00,0,"8,701","6,131"
2025-07-29 03:05:00,0,"8,518","8,744"
2025-07-29 03:00:00,0,"8,448","9,624"
2025-07-29 02:55:00,0,"8,335","6,44"
2025-07-29 02:50:00,0,"8,405","6,176"
2025-07-29 02:45:00,0,"8,347","5,809"
2025-07-29 02:40:00,0,"8,219","5,75"
2025-07-29 02:35:00,0,"8,478","12,002"
2025-07-29 02:30:00,0,"8,618","6,857"
2025-07-29 02:25:00,0,"8,376","5,723"
2025-07-29 02:20:00,0,"8,696","5,848"
2025-07-29 02:15:00,0,"8,508","6,451"
2025-07-29 02:10:00,0,"8,71","8,822"
2025-07-29 02:05:00,0,"8,756","9,278"
2025-07-29 02:00:00,0,"8,29","5,771"
2025-07-29 01:55:00,0,"8,183","5,735"
2025-07-29 01:50:00,0,"8,262","6,055"
2025-07-29 01:45:00,0,"8,838","7,972"
2025-07-29 01:40:00,0,"8,369","11,292"
2025-07-29 01:35:00,0,"8,316","6,102"
2025-07-29 01:30:00,0,"8,472","5,965"
2025-07-29 01:25:00,0,"8,294","5,718"
2025-07-29 01:20:00,0,"8,406","7,554"
2025-07-29 01:15:00,0,"8,303","11,387"
2025-07-29 01:10:00,0,"8,402","5,712"
2025-07-29 01:05:00,0,"8,256","5,91"
2025-07-29 01:00:00,0,"8,49","5,735"
2025-07-29 00:55:00,0,"8,563","7,009"
2025-07-29 00:50:00,0,"8,38","8,948"
2025-07-29 00:45:00,0,"8,417","9,036"
2025-07-29 00:40:00,0,"8,926","5,767"
2025-07-29 00:35:00,0,"8,602","5,922"
2025-07-29 00:30:00,0,"8,468","5,87"
2025-07-29 00:25:00,0,"8,496","8,296"
2025-07-29 00:20:00,0,"8,686","8,557"
2025-07-29 00:15:00,0,"8,816","5,802"
2025-07-29 00:10:00,0,"8,69","5,639"
2025-07-29 00:05:00,0,"8,933","5,752"
2025-07-29 00:00:00,0,"8,741","8,285"
2025-07-28 23:55:00,0,"8,718","9,084"
2025-07-28 23:50:00,0,"9,247","7,075"
2025-07-28 23:45:00,0,"9,064","5,777"
2025-07-28 23:40:00,0,"8,824","5,971"
2025-07-28 23:35:00,0,"9,182","5,95"
2025-07-28 23:30:00,0,"9,27","11,45"
2025-07-28 23:25:00,0,"8,959","8,162"
2025-07-28 23:20:00,0,"9,246","5,786"
2025-07-28 23:15:00,0,"9,13","5,73"
2025-07-28 23:10:00,0,"9,32","5,903"
2025-07-28 23:05:00,0,"9,529","9,938"
2025-07-28 23:00:00,0,"9,312","9,563"
2025-07-28 22:55:00,0,"9,173","6,239"
2025-07-28 22:50:00,0,"9,402","5,813"
2025-07-28 22:45:00,0,"8,959","5,684"
2025-07-28 22:40:00,0,"8,993","8,821"
2025-07-28 22:35:00,0,"9,365","10,772"
2025-07-28 22:30:00,0,"8,914","5,785"
2025-07-28 22:25:00,0,"9,139","5,826"
2025-07-28 22:20:00,0,"8,952","5,848"
2025-07-28 22:15:00,0,"9,316","6,355"
2025-07-28 22:10:00,0,"9,353","12,451"
2025-07-28 22:05:00,0,"9,515","6,505"
2025-07-28 22:00:00,0,"9,437","5,798"
2025-07-28 21:55:00,0,"9,587","5,916"
2025-07-28 21:50:00,0,"9,269","6,313"
2025-07-28 21:45:00,0,"9,376","11,728"
2025-07-28 21:40:00,0,"9,502","7,594"
2025-07-28 21:35:00,0,"9,061","5,645"
2025-07-28 21:30:00,0,"9,368","5,965"
2025-07-28 21:25:00,0,"9,323","5,714"
2025-07-28 21:20:00,0,"9,203","9,084"
2025-07-28 21:15:00,0,"9,242","10,186"
2025-07-28 21:10:00,0,"9,263","5,754"
2025-07-28 21:05:00,0,"9,391","5,656"
2025-07-28 21:00:00,0,"9,995","5,962"
2025-07-28 20:55:00,0,"11,05","8,012"
2025-07-28 20:50:00,0,"10,82","9,031"
2025-07-28 20:45:00,0,"11,338","7,832"
2025-07-28 20:40:00,0,"10,825","5,94"
2025-07-28 20:35:00,0,"10,802","5,779"
2025-07-28 20:30:00,0,"11,069","5,852"
2025-07-28 20:25:00,0,"10,818","7,691"
2025-07-28 20:20:00,0,"10,961","9,013"
2025-07-28 20:15:00,0,"10,874","5,808"
2025-07-28 20:10:00,0,"10,921","6,059"
2025-07-28 20:05:00,0,"11,107","7,583"
2025-07-28 20:00:00,0,"11,2","11,906"
2025-07-28 19:55:00,0,"11,023","11,222"
2025-07-28 19:50:00,0,"10,73","7,186"
2025-07-28 19:45:00,0,"11,083","6,442"
2025-07-28 19:40:00,0,"10,64","6,632"
2025-07-28 19:35:00,0,"10,63","6,8"
2025-07-28 19:30:00,0,"10,829","10,96"
2025-07-28 19:25:00,0,"10,58","9,856"
2025-07-28 19:20:00,0,"11,048","6,907"
2025-07-28 19:15:00,0,"11,14","6,828"
2025-07-28 19:10:00,0,"10,952","6,841"
2025-07-28 19:05:00,0,"11,509","8,67"
2025-07-28 19:00:00,0,"11,401","12,865"
2025-07-28 18:55:00,0,"11,284","6,773"
2025-07-28 18:50:00,0,"11,48","6,522"
2025-07-28 18:45:00,0,"11,305","6,629"
2025-07-28 18:40:00,0,"11,314","7,453"
2025-07-28 18:35:00,0,"11,837","12,925"
2025-07-28 18:30:00,0,"11,695","7,566"
2025-07-28 18:25:00,0,"11,272","6,95"
2025-07-28 18:20:00,0,"11,108","6,677"
2025-07-28 18:15:00,0,"11,333","6,592"
2025-07-28 18:10:00,0,"11,761","10,752"
2025-07-28 18:05:00,0,"11,515","10,278"
2025-07-28 18:00:00,0,"11,126","6,684"
2025-07-28 17:55:00,0,"11,519","7,092"
2025-07-28 17:50:00,0,"11,483","6,761"
2025-07-28 17:45:00,0,"11,748","8,629"
2025-07-28 17:40:00,0,"12,296","12,253"
2025-07-28 17:35:00,0,"11,814","6,904"
2025-07-28 17:30:00,0,"11,752","6,738"
2025-07-28 17:25:00,0,"11,773","7,171"
2025-07-28 17:20:00,0,"11,674","13,748"
2025-07-28 17:15:00,0,"11,846","16,976"
2025-07-28 17:10:00,0,"11,723","16,634"
2025-07-28 17:05:00,0,"11,664","14,262"
2025-07-28 17:00:00,0,"12,128","14,098"
2025-07-28 16:55:00,0,"12,49","14,622"
2025-07-28 16:50:00,0,"12,088","18,15"
2025-07-28 16:45:00,0,"12,12","18,744"
2025-07-28 16:40:00,0,"12,257","17,051"
2025-07-28 16:35:00,0,"12,254","17,17"
2025-07-28 16:30:00,0,"12,313","14,387"
2025-07-28 16:25:00,0,"12,203","14,849"
2025-07-28 16:20:00,0,"13,11","17,066"
2025-07-28 16:15:00,0,"12,352","17,087"
2025-07-28 16:10:00,0,"12,719","16,008"
2025-07-28 16:05:00,0,"12,62","14,209"
2025-07-28 16:00:00,0,"12,8","16,159"
2025-07-28 15:55:00,0,"12,62","15,606"
2025-07-28 15:50:00,0,"12,847","15,644"
2025-07-28 15:45:00,0,"12,45","18,69"
2025-07-28 15:40:00,0,"12,626","18,752"
2025-07-28 15:35:00,0,"12,706","15,37"
2025-07-28 15:30:00,0,"13,018","15,902"
2025-07-28 15:25:00,0,"12,756","15,474"
2025-07-28 15:20:00,0,"12,686","17,795"
2025-07-28 15:15:00,0,"12,925","15,852"
2025-07-28 15:10:00,0,"12,653","17,933"
2025-07-28 15:05:00,0,"12,763","20,669"
2025-07-28 15:00:00,0,"12,821","18,026"
2025-07-28 14:55:00,0,"12,75","18,282"
2025-07-28 14:50:00,0,"12,814","17,696"
2025-07-28 14:45:00,0,"12,965","17,969"
2025-07-28 14:40:00,0,"12,892","18,559"
2025-07-28 14:35:00,0,"13,26","21,718"
2025-07-28 14:30:00,0,"12,659","16,598"
2025-07-28 14:25:00,0,"13,124","17,436"
2025-07-28 14:20:00,0,"12,743","18,89"
2025-07-28 14:15:00,0,"13,284","17,893"
2025-07-28 14:10:00,0,"13,176","18,449"
2025-07-28 14:05:00,0,"13,18","17,621"
2025-07-28 14:00:00,0,"13,278","21,124"
2025-07-28 13:55:00,0,"12,983","20,432"
2025-07-28 13:50:00,0,"12,832","22,104"
2025-07-28 13:45:00,0,"12,728","19,976"
2025-07-28 13:40:00,0,"12,865","19,44"
2025-07-28 13:35:00,0,"13,219","22,344"
2025-07-28 13:30:00,0,"12,749","20,021"
2025-07-28 13:25:00,0,"12,532","16,969"
2025-07-28 13:20:00,0,"12,622","20,003"
2025-07-28 13:15:00,0,"12,883","19,974"
2025-07-28 13:10:00,0,"12,918","19,267"
2025-07-28 13:05:00,0,"12,232","20,828"
2025-07-28 13:00:00,0,"12,322","23,316"
2025-07-28 12:55:00,0,"12,461","19,327"
2025-07-28 12:50:00,0,"12,542","18,124"
2025-07-28 12:45:00,0,"12,86","18,994"
2025-07-28 12:40:00,0,"12,881","21,17"
2025-07-28 12:35:00,0,"12,368","18,332"
2025-07-28 12:30:00,0,"12,336","18,539"
2025-07-28 12:25:00,0,"12,586","18,581"
2025-07-28 12:20:00,0,"12,774","18,343"
2025-07-28 12:15:00,0,"13,313","17,489"
2025-07-28 12:10:00,0,"13,502","22,759"
2025-07-28 12:05:00,0,"13,78","19,694"
2025-07-28 12:00:00,0,"13,381","17,264"
2025-07-28 11:55:00,0,"13,718","20,096"
2025-07-28 11:50:00,0,"13,244","17,171"
2025-07-28 11:45:00,0,"12,481","18,962"
2025-07-28 11:40:00,0,"12,298","21,109"
2025-07-28 11:35:00,0,"12,307","21,713"
2025-07-28 11:30:00,0,"12,497","20,392"
2025-07-28 11:25:00,0,"13,093","18,715"
2025-07-28 11:20:00,0,"13,217","19,624"
2025-07-28 11:15:00,0,"12,394","20,717"
2025-07-28 11:10:00,0,"12,265","18,599"
2025-07-28 11:05:00,0,"13,049","22,349"
2025-07-28 11:00:00,0,"13,376","21,203"
2025-07-28 10:55:00,0,"12,576","20,059"
2025-07-28 10:50:00,0,"12,748","21,349"
2025-07-28 10:45:00,0,"12,372","20,795"
2025-07-28 10:40:00,0,"12,479","17,986"
2025-07-28 10:35:00,0,"12,472","18,7"
2025-07-28 10:30:00,0,"12,719","20,915"
2025-07-28 10:25:00,0,"12,499","18,886"
2025-07-28 10:20:00,0,"12,454","20,03"
2025-07-28 10:15:00,0,"12,389","19,61"
2025-07-28 10:10:00,0,"12,546","23,713"
2025-07-28 10:05:00,0,"12,107","22,117"
2025-07-28 10:00:00,0,"12,542","19,59"
2025-07-28 09:55:00,0,"12,294","22,668"
2025-07-28 09:50:00,0,"12,517","22,698"
2025-07-28 09:45:00,0,"12,17","23,489"
2025-07-28 09:40:00,0,"12,602","21,179"
2025-07-28 09:35:00,0,"12,647","19,765"
2025-07-28 09:30:00,0,"12,514","22,208"
2025-07-28 09:25:00,0,"12,48","20,086"
2025-07-28 09:20:00,0,"12,269","22,134"
2025-07-28 09:15:00,0,"12,419","19,648"
2025-07-28 09:10:00,0,"12,709","20,046"
2025-07-28 09:05:00,0,"12,619","22,19"
2025-07-28 09:00:00,0,"12,541","19,592"
2025-07-28 08:55:00,0,"12,148","20,8"
2025-07-28 08:50:00,0,"11,93","18,518"
2025-07-28 08:45:00,0,"12,233","21,073"
2025-07-28 08:40:00,0,"12,301","20,309"
2025-07-28 08:35:00,0,"11,899","19,62"
2025-07-28 08:30:00,0,"11,941","22,157"
2025-07-28 08:25:00,0,"11,688","20,154"
2025-07-28 08:20:00,0,"12,053","21,636"
2025-07-28 08:15:00,0,"12,536","19,271"
2025-07-28 08:10:00,0,"11,572","20,287"
2025-07-28 08:05:00,0,"11,414","20,816"
2025-07-28 08:00:00,0,"11,612","21,923"
2025-07-28 07:55:00,0,"11,49","21,888"
2025-07-28 07:50:00,0,"11,886","19,304"
2025-07-28 07:45:00,0,"11,615","20,009"
2025-07-28 07:40:00,0,"11,826","21,278"
2025-07-28 07:35:00,0,"12,353","20,486"
2025-07-28 07:30:00,0,"11,333","20,713"
2025-07-28 07:25:00,0,"11,384","19,901"
2025-07-28 07:20:00,0,"11,765","19,976"
2025-07-28 07:15:00,0,"11,898","20,981"
2025-07-28 07:10:00,0,"12,107","18,188"
2025-07-28 07:05:00,0,"11,624","21,17"
2025-07-28 07:00:00,0,"11,204","21,426"
2025-07-28 06:55:00,0,"10,799","20,692"
2025-07-28 06:50:00,0,"10,301","19,463"
2025-07-28 06:45:00,0,"10,276","18,691"
2025-07-28 06:40:00,0,"9,98","21,521"
2025-07-28 06:35:00,0,"9,582","21,634"
2025-07-28 06:30:00,0,"9,269","22,517"
2025-07-28 06:25:00,0,"9,269","20,214"
2025-07-28 06:20:00,0,"8,339","18,306"
2025-07-28 06:15:00,0,"8,268","19,501"
2025-07-28 06:10:00,0,"8,195","18,809"
2025-07-28 06:05:00,0,"8,161","19,98"
2025-07-28 06:00:00,0,"8,468","20,831"
2025-07-28 05:55:00,0,"8,258","22,07"
2025-07-28 05:50:00,0,"8,416","21,131"
2025-07-28 05:45:00,0,"6,424","20,656"
2025-07-28 05:40:00,0,"5,786","19,424"
2025-07-28 05:35:00,0,"5,698","16,074"
2025-07-28 05:30:00,0,"5,465","15,187"
2025-07-28 05:25:00,0,"5,401","17,596"
2025-07-28 05:20:00,0,"5,329","15,889"
2025-07-28 05:15:00,0,"5,65","14,299"
2025-07-28 05:10:00,0,"5,486","14,494"
2025-07-28 05:05:00,0,"5,506","16,338"
2025-07-28 05:00:00,0,"5,815","16,561"
2025-07-28 04:55:00,0,"5,368","15,574"
2025-07-28 04:50:00,0,"5,365","12,708"
2025-07-28 04:45:00,0,"5,551","11,806"
2025-07-28 04:40:00,0,"5,087","8,604"
2025-07-28 04:35:00,0,"4,979","9,238"
2025-07-28 04:30:00,0,"5,033","9,611"
2025-07-28 04:25:00,0,"4,812","5,584"
2025-07-28 04:20:00,0,"4,925","5,63"
2025-07-28 04:15:00,0,"4,759","5,46"
2025-07-28 04:10:00,0,"4,638","8,618"
2025-07-28 04:05:00,0,"4,847","10,094"
2025-07-28 04:00:00,0,"4,698","5,604"
2025-07-28 03:55:00,0,"4,96","5,561"
2025-07-28 03:50:00,0,"4,979","5,52"
2025-07-28 03:45:00,0,"4,956","8,911"
2025-07-28 03:40:00,0,"4,86","9,835"
2025-07-28 03:35:00,0,"4,914","5,576"
2025-07-28 03:30:00,0,"4,949","5,651"
2025-07-28 03:25:00,0,"4,708","6,018"
2025-07-28 03:20:00,0,"5,022","8,358"
2025-07-28 03:15:00,0,"4,806","10,442"
2025-07-28 03:10:00,0,"4,874","5,692"
2025-07-28 03:05:00,0,"4,883","5,603"
2025-07-28 03:00:00,0,"4,763","5,653"
2025-07-28 02:55:00,0,"4,768","9,007"
2025-07-28 02:50:00,0,"4,849","9,346"
2025-07-28 02:45:00,0,"4,956","5,585"
2025-07-28 02:40:00,0,"5,11","5,792"
2025-07-28 02:35:00,0,"4,835","5,633"
2025-07-28 02:30:00,0,"4,907","9,427"
2025-07-28 02:25:00,0,"4,64","9,181"
2025-07-28 02:20:00,0,"4,696","5,78"
2025-07-28 02:15:00,0,"4,909","5,699"
2025-07-28 02:10:00,0,"5,177","5,779"
2025-07-28 02:05:00,0,"4,949","9,512"
2025-07-28 02:00:00,0,"4,709","9,403"
2025-07-28 01:55:00,0,"4,75","5,567"
2025-07-28 01:50:00,0,"4,806","5,609"
2025-07-28 01:45:00,0,"4,984","5,675"
2025-07-28 01:40:00,0,"4,661","8,111"
2025-07-28 01:35:00,0,"4,909",11
2025-07-28 01:30:00,0,"4,723","5,572"
2025-07-28 01:25:00,0,"5,023","5,744"
2025-07-28 01:20:00,0,"5,053","5,94"
2025-07-28 01:15:00,0,"4,952","8,387"
2025-07-28 01:10:00,0,"4,663","10,751"
2025-07-28 01:05:00,0,"4,681","5,702"
2025-07-28 01:00:00,0,"4,948","5,617"
2025-07-28 00:55:00,0,"5,017","5,622"
2025-07-28 00:50:00,0,"4,805","8,608"
2025-07-28 00:45:00,0,"4,801","10,213"
2025-07-28 00:40:00,0,"4,818","5,68"
2025-07-28 00:35:00,0,"4,853","5,734"
2025-07-28 00:30:00,0,"4,962","5,456"
2025-07-28 00:25:00,0,"5,104","8,915"
2025-07-28 00:20:00,0,"4,751","9,854"
2025-07-28 00:15:00,0,"4,804","5,652"
2025-07-28 00:10:00,0,"4,926","5,555"
2025-07-28 00:05:00,0,"5,047","5,671"
2025-07-28 00:00:00,0,"5,119","9,298"
2025-07-27 23:55:00,0,"4,757","9,498"
2025-07-27 23:50:00,0,"4,92","5,53"
2025-07-27 23:45:00,0,"4,693","5,466"
2025-07-27 23:40:00,0,"4,883","5,408"
2025-07-27 23:35:00,0,"5,032","7,482"
2025-07-27 23:30:00,0,"4,825","11,083"
2025-07-27 23:25:00,0,"4,754","5,592"
2025-07-27 23:20:00,0,"4,748","5,894"
2025-07-27 23:15:00,0,"5,092","5,77"
2025-07-27 23:10:00,0,"4,846","7,511"
2025-07-27 23:05:00,0,"4,975","11,276"
2025-07-27 23:00:00,0,"4,712","5,741"
2025-07-27 22:55:00,0,"4,931","5,849"
2025-07-27 22:50:00,0,"5,198","5,645"
2025-07-27 22:45:00,0,"4,819","7,212"
2025-07-27 22:40:00,0,"5,042","11,387"
2025-07-27 22:35:00,0,"4,955","5,798"
2025-07-27 22:30:00,0,"4,799","5,628"
2025-07-27 22:25:00,0,"4,826","5,641"
2025-07-27 22:20:00,0,"4,964","8,392"
2025-07-27 22:15:00,0,"4,679","10,598"
2025-07-27 22:10:00,0,"4,868","5,68"
2025-07-27 22:05:00,0,"4,877","5,696"
2025-07-27 22:00:00,0,"4,697","5,732"
2025-07-27 21:55:00,0,"4,92","8,245"
2025-07-27 21:50:00,0,"4,802","10,606"
2025-07-27 21:45:00,0,"5,016","5,833"
2025-07-27 21:40:00,0,"5,293","5,428"
2025-07-27 21:35:00,0,"4,756","5,498"
2025-07-27 21:30:00,0,"5,078","8,501"
2025-07-27 21:25:00,0,"4,693","10,146"
2025-07-27 21:20:00,0,"4,699","5,513"
2025-07-27 21:15:00,0,"4,954","5,864"
2025-07-27 21:10:00,0,"4,754","5,71"
2025-07-27 21:05:00,0,"5,118","7,825"
2025-07-27 21:00:00,0,"4,709","10,997"
2025-07-27 20:55:00,0,"4,825","5,66"
2025-07-27 20:50:00,0,"4,788","5,634"
2025-07-27 20:45:00,0,"4,873","5,584"
2025-07-27 20:40:00,0,"4,77","7,14"
2025-07-27 20:35:00,0,"4,577","11,62"
2025-07-27 20:30:00,0,"5,069","6,064"
2025-07-27 20:25:00,0,"4,651","5,584"
2025-07-27 20:20:00,0,"5,028","5,334"
2025-07-27 20:15:00,0,"4,901","5,515"
2025-07-27 20:10:00,0,"4,759","12,122"
2025-07-27 20:05:00,0,"4,655","6,275"
2025-07-27 20:00:00,0,"4,705","5,558"
2025-07-27 19:55:00,0,"4,958","5,894"
2025-07-27 19:50:00,0,"5,003","5,702"
2025-07-27 19:45:00,0,"4,772","12,05"
2025-07-27 19:40:00,0,"4,871","6,581"
2025-07-27 19:35:00,0,"4,819","5,392"
2025-07-27 19:30:00,0,"4,726","5,555"
2025-07-27 19:25:00,0,"4,987","5,568"
2025-07-27 19:20:00,0,"4,795","11,774"
2025-07-27 19:15:00,0,"4,89","6,798"
2025-07-27 19:10:00,0,"5,044","5,627"
2025-07-27 19:05:00,0,"4,534","5,674"
2025-07-27 19:00:00,0,"4,602","7,38"
2025-07-27 18:55:00,0,"4,638","8,921"
2025-07-27 18:50:00,0,"4,475","7,559"
2025-07-27 18:45:00,0,"4,457","5,498"
2025-07-27 18:40:00,0,"4,513","5,699"
2025-07-27 18:35:00,0,"4,651","6,431"
2025-07-27 18:30:00,0,"4,81","8,574"
2025-07-27 18:25:00,0,"4,519","6,889"
2025-07-27 18:20:00,0,"4,462","5,671"
2025-07-27 18:15:00,0,"4,5","5,471"
2025-07-27 18:10:00,0,"4,508","7,142"
2025-07-27 18:05:00,0,"4,595","8,449"
2025-07-27 18:00:00,0,"4,84","8,752"
2025-07-27 17:55:00,0,"4,789","5,569"
2025-07-27 17:50:00,0,"4,654","5,552"
2025-07-27 17:45:00,0,"4,428","5,556"
2025-07-27 17:40:00,0,"4,604","8,154"
2025-07-27 17:35:00,0,"4,646","10,54"
2025-07-27 17:30:00,0,"4,51","5,448"
2025-07-27 17:25:00,0,"4,494","5,465"
2025-07-27 17:20:00,0,"4,714","5,878"
2025-07-27 17:15:00,0,"4,61","9,283"
2025-07-27 17:10:00,0,"4,52","9,882"
2025-07-27 17:05:00,0,"4,565","5,662"
2025-07-27 17:00:00,0,"4,513","5,716"
2025-07-27 16:55:00,0,"4,504","5,641"
2025-07-27 16:50:00,0,"4,643","8,86"
2025-07-27 16:45:00,0,"4,962","9,946"
2025-07-27 16:40:00,0,"4,6","5,638"
2025-07-27 16:35:00,0,"4,596","5,677"
2025-07-27 16:30:00,0,"4,625","5,614"
2025-07-27 16:25:00,0,"4,429","7,712"
2025-07-27 16:20:00,0,"4,459","10,912"
2025-07-27 16:15:00,0,"4,384","5,659"
2025-07-27 16:10:00,0,"4,667","5,597"
2025-07-27 16:05:00,0,"4,519","5,641"
2025-07-27 16:00:00,0,"4,547","9,512"
2025-07-27 15:55:00,0,"4,406","9,9"
2025-07-27 15:50:00,0,"4,366","5,683"
2025-07-27 15:45:00,0,"4,532","5,57"
2025-07-27 15:40:00,0,"4,402","5,411"
2025-07-27 15:35:00,0,"4,697","9,007"
2025-07-27 15:30:00,0,"4,602","9,697"
2025-07-27 15:25:00,0,"4,393","5,518"
2025-07-27 15:20:00,0,"4,507","5,602"
2025-07-27 15:15:00,0,"4,704","5,524"
2025-07-27 15:10:00,0,"4,421","10,578"
2025-07-27 15:05:00,0,"4,63","8,57"
2025-07-27 15:00:00,0,"4,579","5,57"
2025-07-27 14:55:00,0,"4,441","5,779"
2025-07-27 14:50:00,0,"4,698","5,734"
2025-07-27 14:45:00,0,"4,364","9,674"
2025-07-27 14:40:00,0,"4,618","9,404"
2025-07-27 14:35:00,0,"4,313","5,465"
2025-07-27 14:30:00,0,"4,381","5,537"
2025-07-27 14:25:00,0,"4,691","5,491"
2025-07-27 14:20:00,0,"4,396","9,452"
2025-07-27 14:15:00,0,"4,662","8,728"
2025-07-27 14:10:00,0,"4,412","5,494"
2025-07-27 14:05:00,0,"4,409","5,55"
2025-07-27 14:00:00,0,"4,565","5,711"
2025-07-27 13:55:00,0,"4,679","10,16"
2025-07-27 13:50:00,0,"4,396","8,732"
2025-07-27 13:45:00,0,"4,678","5,754"
2025-07-27 13:40:00,0,"4,384","5,57"
2025-07-27 13:35:00,0,"4,343","5,525"
2025-07-27 13:30:00,0,"4,374","9,794"
2025-07-27 13:25:00,0,"4,438","9,168"
2025-07-27 13:20:00,0,"4,502","5,651"
2025-07-27 13:15:00,0,"4,36","5,423"
